InputID,Traveller_ID,Traveller_Country,Photography,location_Type,Travel_Year,Travel_month,month,rating,sentiment_comments
44451,3888,"United Arab Emirates","No photography",Farms,2015,4,April,5,Positive
44452,3889,"United Arab Emirates","No photography",Farms,2015,4,April,4,Positive
44453,3890,"United Arab Emirates","No photography",Farms,2015,4,April,4,Positive
44455,3892,"United Kingdom","No photography",Farms,2015,4,April,5,Positive
44456,3893,Australia,"No photography",Farms,2015,3,March,5,Positive
48342,3893,Australia,"No photography",Museums,2018,4,April,4,Positive
44457,3894,"United Kingdom","No photography",Farms,2014,9,September,5,Positive
44458,3895,"United Kingdom","No photography",Farms,2015,3,March,5,Positive
44459,3896,"United States","No photography",Farms,2015,4,April,5,Positive
44460,3897,China,"No photography",Farms,2015,4,April,5,Positive
44462,3898,Norway,"No photography",Farms,2016,1,January,4,Positive
44463,3899,Poland,"No photography",Farms,2016,1,January,5,Positive
44464,3900,Spain,"No photography",Farms,2016,1,January,5,Positive
44465,3901,"United Kingdom","No photography",Farms,2016,1,January,5,Positive
44466,3902,"South Africa","No photography",Farms,2016,1,January,2,Positive
44467,3903,"United Kingdom","No photography",Farms,2015,8,August,4,Positive
44468,3904,"United Arab Emirates","No photography",Farms,2015,12,December,5,Positive
44469,3905,"United Kingdom","No photography",Farms,2015,12,December,5,Positive
44471,3907,India,"No photography",Farms,2015,12,December,4,Positive
44473,3908,Malaysia,"No photography",Farms,2015,11,November,5,Positive
44474,3909,"United Kingdom","No photography",Farms,2015,12,December,5,Positive
44475,3910,"United Kingdom","No photography",Farms,2015,12,December,5,Positive
44477,3912,"United Kingdom","No photography",Farms,2015,12,December,5,Positive
44478,3913,Norway,"No photography",Farms,2015,12,December,4,Positive
44479,3914,"United Kingdom","No photography",Farms,2015,12,December,3,Positive
44480,3915,"United Kingdom","No photography",Farms,2015,12,December,5,Positive
44481,3916,Maldives,"No photography",Farms,2015,9,September,4,Positive
51606,3916,Maldives,"No photography","Nature & Wildlife Areas",2015,3,March,4,Positive
44482,3917,India,"No photography",Farms,2015,11,November,4,Positive
44483,3918,Switzerland,"No photography",Farms,2015,11,November,5,Positive
44484,3919,"United Kingdom","No photography",Farms,2015,10,October,3,Positive
44485,3920,Slovakia,"No photography",Farms,2015,8,August,5,Positive
44487,3922,Denmark,"No photography",Farms,2015,9,September,5,Positive
44489,3924,India,"No photography",Farms,2015,9,September,5,Positive
44490,3925,"Czech Republic","No photography",Farms,2015,2,February,5,Positive
44493,3927,Netherlands,"No photography",Farms,2015,7,July,5,Positive
44495,3928,"South Africa","No photography",Farms,2017,3,March,5,Positive
44496,3929,"United States","No photography",Farms,2017,3,March,4,Positive
44497,3930,"United Kingdom","No photography",Farms,2017,3,March,5,Positive
44498,3931,"United Kingdom","No photography",Farms,2017,2,February,5,Positive
44499,3932,"United Kingdom","No photography",Farms,2017,2,February,5,Positive
44501,3933,"United Kingdom","No photography",Farms,2017,2,February,5,Positive
44502,3934,"United Kingdom","No photography",Farms,2017,2,February,5,Positive
44503,3935,Netherlands,"No photography",Farms,2017,2,February,4,Positive
44504,3936,India,"No photography",Farms,2017,1,January,3,Positive
44505,3937,Russia,"No photography",Farms,2017,1,January,5,Positive
44506,3938,Ireland,"No photography",Farms,2017,1,January,5,Positive
44507,3939,Norway,"No photography",Farms,2015,3,March,4,Positive
44508,3940,Algeria,"No photography",Farms,2015,3,March,5,Positive
44509,3941,Australia,"No photography",Farms,2015,1,January,5,Positive
44510,3942,"United Kingdom","No photography",Farms,2015,3,March,5,Positive
44511,3943,"Czech Republic","No photography",Farms,2014,12,December,5,Positive
44512,3944,"United Kingdom","No photography",Farms,2015,1,January,5,Positive
44513,3945,"United States","No photography",Farms,2014,12,December,5,Positive
44514,3946,"United States","No photography",Farms,2014,12,December,5,Positive
44516,3948,China,"No photography",Farms,2014,11,November,5,Positive
44518,3949,"United Kingdom","No photography",Farms,2014,8,August,5,Positive
44519,3950,Australia,"No photography",Farms,2014,4,April,5,Positive
44521,3951,"United Kingdom","No photography",Farms,2014,3,March,5,Positive
44522,3952,"United Kingdom","No photography",Farms,2014,3,March,5,Positive
44523,3953,Qatar,"No photography",Farms,2013,8,August,5,Positive
44524,3954,"United Kingdom","No photography",Farms,2014,2,February,5,Positive
44525,3955,Slovakia,"No photography",Farms,2014,1,January,5,Positive
44526,3956,Finland,"No photography",Farms,2014,1,January,4,Positive
44528,3958,"United States","No photography",Farms,2014,1,January,5,Positive
44529,3959,Germany,"No photography",Farms,2014,1,January,5,Positive
44530,3960,Romania,"No photography",Farms,2013,10,October,5,Positive
44532,3962,India,"No photography",Farms,2023,1,January,3,Positive
44533,3963,Netherlands,"No photography",Farms,2022,7,July,1,Neutral
44534,3964,Netherlands,"No photography",Farms,2022,4,April,4,Positive
44535,3965,Croatia,"No photography",Farms,2022,1,January,5,Positive
44536,3966,India,"No photography",Farms,2021,11,November,3,Negative
44539,3967,India,"No photography",Farms,2020,2,February,3,Positive
44540,3968,Canada,"No photography",Farms,2020,2,February,4,Positive
44541,3969,"United Kingdom","No photography",Farms,2020,1,January,5,Positive
44542,3970,India,"No photography",Farms,2020,1,January,3,Positive
44544,3971,"United Kingdom","No photography",Farms,2020,1,January,1,Negative
44546,3972,"United Kingdom","No photography",Farms,2019,9,September,4,Positive
44547,3973,Australia,"No photography",Farms,2019,9,September,5,Positive
44821,3973,"United Kingdom","No photography",Farms,2016,10,October,4,Positive
44550,3974,Poland,"No photography",Farms,2019,9,September,3,Positive
44553,3976,"United Kingdom","No photography",Farms,2019,7,July,5,Positive
44976,3976,"United Kingdom","No photography",Gardens,2015,3,March,5,Positive
45027,3976,"United Kingdom","No photography",Gardens,2012,9,September,5,Positive
51602,3976,"United Kingdom","No photography","Nature & Wildlife Areas",2015,10,October,4,Positive
44555,3977,Australia,"No photography",Farms,2019,6,June,1,Positive
44556,3978,China,"No photography",Farms,2019,4,April,4,Positive
44557,3979,Spain,"No photography",Farms,2019,4,April,3,Positive
44560,3981,"United Kingdom","No photography",Farms,2019,4,April,5,Positive
55869,3981,"United Kingdom","No photography","Religious Sites",2019,3,March,5,Neutral
44561,3982,"United Kingdom","No photography",Farms,2019,3,March,4,Positive
44562,3983,"United Kingdom","No photography",Farms,2019,4,April,5,Positive
47224,3983,"United Kingdom","No photography","Historic Sites",2019,3,March,5,Positive
44563,3984,Finland,"No photography",Farms,2019,3,March,3,Positive
44564,3985,Denmark,"No photography",Farms,2019,3,March,4,Positive
44567,3986,"United Kingdom","No photography",Farms,2019,3,March,3,Positive
44568,3987,Switzerland,"No photography",Farms,2019,3,March,5,Positive
44570,3988,"United Kingdom","No photography",Farms,2019,3,March,5,Positive
44573,3989,Indonesia,"No photography",Farms,2020,1,January,1,Positive
44574,3990,"New Zealand","No photography",Farms,2020,1,January,2,Positive
44575,3991,India,"No photography",Farms,2020,1,January,5,Positive
44577,3992,Australia,"No photography",Farms,2019,12,December,3,Positive
44580,3994,"South Africa","No photography",Farms,2019,11,November,5,Positive
44581,3995,"United Kingdom","No photography",Farms,2019,11,November,4,Positive
44582,3996,"United Kingdom","No photography",Farms,2019,8,August,5,Positive
44583,3997,"Czech Republic","No photography",Farms,2019,10,October,1,Positive
44585,3998,India,"No photography",Farms,2018,11,November,3,Positive
44586,3999,"United Kingdom","No photography",Farms,2019,10,October,3,Positive
55233,3999,"United Kingdom","No photography","Religious Sites",2019,9,September,3,Positive
44589,4002,"United Kingdom","No photography",Farms,2019,2,February,4,Positive
44590,4003,"United Arab Emirates","No photography",Farms,2019,3,March,4,Positive
44591,4004,Australia,"No photography",Farms,2019,2,February,3,Positive
52100,4004,Australia,"No photography",Waterfalls,2019,3,March,5,Positive
44592,4005,"United Kingdom","No photography",Farms,2019,2,February,5,Positive
44593,4006,Spain,"No photography",Farms,2019,2,February,2,Positive
51168,4008,"United Kingdom","No photography","Nature & Wildlife Areas",2019,2,February,4,Positive
44597,4009,"United Kingdom","No photography",Farms,2019,1,January,4,Positive
44599,4011,"United Kingdom","No photography",Farms,2019,1,January,2,Positive
44600,4012,"United Kingdom","No photography",Farms,2019,1,January,1,Positive
44601,4013,"United Kingdom","No photography",Farms,2019,1,January,3,Negative
44602,4014,"United Kingdom","No photography",Farms,2019,1,January,5,Positive
44603,4015,"United States","No photography",Farms,2019,1,January,3,Positive
44604,4016,Australia,"No photography",Farms,2018,12,December,5,Positive
44605,4017,Australia,"No photography",Farms,2019,1,January,1,Positive
44606,4018,Lithuania,"No photography",Farms,2018,8,August,5,Positive
44607,4019,Australia,"No photography",Farms,2018,8,August,5,Positive
44608,4020,Iceland,"No photography",Farms,2018,7,July,5,Positive
44609,4021,Sweden,"No photography",Farms,2018,7,July,5,Positive
44610,4022,Turkiye,"No photography",Farms,2018,8,August,4,Positive
44611,4023,"United Kingdom","No photography",Farms,2018,8,August,4,Positive
48194,4023,"United Kingdom","No photography",Museums,2018,9,September,3,Positive
44613,4024,Singapore,"No photography",Farms,2018,8,August,4,Positive
44614,4025,Netherlands,"No photography",Farms,2018,8,August,3,Negative
44619,4027,Australia,"No photography",Farms,2018,7,July,3,Positive
44620,4028,Singapore,"No photography",Farms,2018,8,August,4,Positive
52218,4028,Singapore,"No photography",Waterfalls,2018,9,September,4,Positive
44622,4029,"United Kingdom","No photography",Farms,2018,10,October,4,Positive
44623,4030,Australia,"No photography",Farms,2018,10,October,5,Positive
44624,4031,Germany,"No photography",Farms,2018,10,October,5,Positive
44626,4032,"United Kingdom","No photography",Farms,2018,10,October,4,Positive
44627,4033,"New Zealand","No photography",Farms,2018,10,October,4,Positive
44629,4034,"United Kingdom","No photography",Farms,2018,10,October,1,Positive
44630,4035,Australia,"No photography",Farms,2018,10,October,5,Positive
44631,4036,Australia,"No photography",Farms,2018,9,September,5,Positive
44632,4037,"United Kingdom","No photography",Farms,2018,9,September,5,Positive
44633,4038,Australia,"No photography",Farms,2018,9,September,5,Positive
44634,4039,"United Kingdom","No photography",Farms,2018,9,September,3,Positive
44635,4040,"United Kingdom","No photography",Farms,2018,9,September,4,Positive
44636,4041,"United Kingdom","No photography",Farms,2018,8,August,2,Positive
44640,4044,"United States","No photography",Farms,2017,12,December,3,Positive
44643,4047,Australia,"No photography",Farms,2018,1,January,1,Positive
44645,4048,"United Kingdom","No photography",Farms,2018,1,January,4,Positive
44646,4049,"United Kingdom","No photography",Farms,2018,1,January,3,Positive
44647,4050,Australia,"No photography",Farms,2018,1,January,5,Positive
44648,4051,"United Kingdom","No photography",Farms,2018,1,January,4,Positive
44649,4052,Australia,"No photography",Farms,2018,1,January,3,Negative
44651,4053,"United Kingdom","No photography",Farms,2018,1,January,5,Positive
44653,4054,"United Kingdom","No photography",Farms,2018,1,January,5,Positive
44654,4055,Italy,"No photography",Farms,2018,1,January,3,Positive
44656,4056,Portugal,"No photography",Farms,2018,1,January,4,Positive
44658,4057,Australia,"No photography",Farms,2018,1,January,4,Positive
44659,4058,"United States","No photography",Farms,2018,1,January,5,Positive
44660,4059,"South Africa","No photography",Farms,2017,12,December,5,Positive
44661,4060,"United Kingdom","No photography",Farms,2018,1,January,4,Positive
44663,4061,"United Kingdom","No photography",Farms,2017,12,December,3,Positive
44664,4062,Sweden,"No photography",Farms,2018,1,January,3,Positive
44665,4063,Singapore,"No photography",Farms,2017,12,December,1,Positive
44667,4065,Australia,"No photography",Farms,2017,12,December,4,Positive
44668,4066,India,"No photography",Farms,2017,12,December,4,Positive
44669,4067,"Papua New Guinea","No photography",Farms,2017,12,December,4,Neutral
44670,4068,Australia,"No photography",Farms,2017,12,December,2,Positive
44671,4069,"United States","No photography",Farms,2017,11,November,4,Neutral
44673,4070,"United Kingdom","No photography",Farms,2018,4,April,4,Positive
44675,4071,"United Kingdom","No photography",Farms,2018,3,March,3,Positive
44676,4072,"United Kingdom","No photography",Farms,2018,3,March,2,Positive
44678,4073,Singapore,"No photography",Farms,2018,3,March,1,Positive
44679,4074,Portugal,"No photography",Farms,2018,3,March,3,Positive
44680,4075,Belgium,"No photography",Farms,2017,11,November,5,Positive
44681,4076,"United Kingdom","No photography",Farms,2018,3,March,5,Positive
44683,4077,"United Kingdom","No photography",Farms,2018,3,March,4,Positive
44684,4078,"United Arab Emirates","No photography",Farms,2018,1,January,5,Positive
44686,4079,Canada,"No photography",Farms,2018,2,February,3,Positive
44689,4081,Lithuania,"No photography",Farms,2017,11,November,4,Positive
44691,4083,Malaysia,"No photography",Farms,2017,9,September,3,Positive
44693,4085,Australia,"No photography",Farms,2017,9,September,4,Positive
44694,4086,Israel,"No photography",Farms,2017,10,October,3,Positive
44695,4087,Bahrain,"No photography",Farms,2017,9,September,3,Positive
44696,4088,India,"No photography",Farms,2017,10,October,3,Positive
44699,4089,"United Kingdom","No photography",Farms,2017,9,September,5,Positive
44700,4090,Australia,"No photography",Farms,2017,9,September,5,Positive
44701,4091,Ireland,"No photography",Farms,2017,8,August,4,Positive
44703,4092,"United Kingdom","No photography",Farms,2017,3,March,4,Positive
44705,4094,"United States","No photography",Farms,2017,3,March,3,Positive
44707,4096,Australia,"No photography",Farms,2017,3,March,4,Positive
44708,4097,"United Kingdom","No photography",Farms,2017,3,March,5,Positive
44710,4098,Canada,"No photography",Farms,2017,2,February,2,Negative
44711,4099,Sweden,"No photography",Farms,2017,2,February,3,Positive
44712,4100,"United Kingdom","No photography",Farms,2017,2,February,4,Positive
44714,4101,Germany,"No photography",Farms,2017,2,February,1,Negative
44715,4102,Australia,"No photography",Farms,2017,2,February,5,Positive
44716,4103,"United Kingdom","No photography",Farms,2017,2,February,4,Positive
44717,4104,Australia,"No photography",Farms,2017,1,January,4,Positive
44718,4105,"United Kingdom","No photography",Farms,2017,2,February,4,Positive
